,Date,Mkt-RF,SMB,HML,RMW,CMA,RF,ADS_Index,SP500,T10Y3M,OBMMIJUMBO30YF,DEXUSEU,DEXJPUS,DEXUSUK,CBBTCUSD,CBETHUSD,T10YIE_x,DCOILBRENTEU,VIXCLS,DAAA,DBAA,NIKKEI225,AMERIBOR,T10YIE_y,T5YIE,BAMLH0A0HYM2,BAMLH0A0HYM2EY,DGS10,DGS1,RIFSPPFAAD90NB,DCPN3M,DCPF1M,DCOILWTICO,DHHNGSP,USRECD,USRECDM,USRECDP
217,2018-11-09,-1.04,-0.85,0.41,0.63,0.66,0.008,-0.364506,2781.01,0.83,4.998,1.1325,113.77,1.2978,6334.89,208.01,2.04,69.01,17.36,4.16,5.17,22250.25,2.340119760479042,2.04,1.9,3.71,6.78,3.19,2.73,2.47,2.37,2.25,60.19,3.74,0.0,0.0,0.0
218,2018-11-12,-2.06,0.1,0.85,0.53,0.88,0.008,-0.343237,2726.22,,,,,,6327.87,208.77,,69.81,20.45,,,22269.88,,,,3.71,6.78,,,,,,59.85,3.96,0.0,0.0,0.0
219,2018-11-13,-0.13,-0.05,0.16,0.21,-0.3,0.008,-0.336024,2722.18,0.76,4.99,1.1288,113.97,1.3031,6259.34,203.2,2.02,65.45,20.02,4.21,5.18,21810.52,2.342064516129032,2.02,1.88,3.89,6.9,3.14,2.72,2.53,,2.23,55.63,4.1,0.0,0.0,0.0
220,2018-11-14,-0.77,0.03,-0.29,0.59,0.1,0.008,-0.328734,2701.58,0.74,4.961,1.1312,113.7,1.3011,5605.46,177.79,2.0,64.88,21.25,4.21,5.21,21846.48,2.33705035971223,2.0,1.85,3.99,6.96,3.12,2.71,2.48,2.41,2.26,56.16,4.1,0.0,0.0,0.0
221,2018-11-15,1.18,0.31,-0.41,-0.83,-0.7,0.008,-0.321367,2730.2,0.74,5.026,1.1324,113.46,1.2749,5579.52,178.89,2.0,65.61,19.98,4.25,5.24,21803.62,2.341992031872509,2.0,1.85,4.11,7.07,3.11,2.7,2.8,2.42,2.77,56.45,4.69,0.0,0.0,0.0
222,2018-11-16,0.15,-0.02,-0.05,-0.78,0.18,0.008,-0.313918,2736.27,0.72,4.978,1.1402,112.76,1.2839,5512.24,172.4,2.02,65.29,18.14,4.21,5.21,21680.34,2.343085714285714,2.02,1.88,4.18,7.1,3.08,2.68,2.49,2.46,2.24,56.49,4.3,0.0,0.0,0.0
223,2018-11-19,-1.88,-0.39,2.3,0.21,1.23,0.008,-0.290683,2690.73,0.68,4.936,1.1448,112.54,1.2842,4733.5,145.21,1.99,64.14,20.1,4.21,5.22,21821.16,2.342485549132948,1.99,1.85,4.25,7.15,3.06,2.66,2.59,2.46,2.3,57.16,4.65,0.0,0.0,0.0
224,2018-11-20,-1.85,0.02,-0.53,-0.36,-0.31,0.008,-0.282136,2641.89,0.67,4.892,1.1391,112.66,1.2809,4349.23,127.55,1.97,61.5,22.48,4.22,5.23,21583.12,2.343333333333333,1.97,1.82,4.33,7.23,3.06,2.67,2.67,2.47,2.32,53.39,4.65,0.0,0.0,0.0
225,2018-11-21,0.51,0.95,-0.34,-0.34,0.01,0.008,-0.27312,2649.93,0.65,4.96,1.1393,113.06,1.2776,4545.11,134.73,1.97,61.65,20.8,4.19,5.23,21507.54,2.347583243823845,1.97,1.81,4.24,7.16,3.06,2.67,2.57,2.46,2.29,54.41,4.7,0.0,0.0,0.0
226,2018-11-23,-0.55,0.76,-0.59,0.29,-0.06,0.008,-0.253668,2632.56,0.64,4.927,1.1332,112.83,1.2804,4283.8,121.44,1.96,57.69,21.52,4.18,5.23,,2.344413793103448,1.96,1.77,4.29,7.2,3.05,2.67,,,,,,0.0,0.0,0.0
227,2018-11-26,1.62,-0.69,-0.2,-0.41,-0.73,0.008,-0.221629,2673.45,0.66,4.889,1.1336,113.58,1.2809,3731.32,106.95,1.96,59.7,18.9,4.18,5.23,21812.0,2.343311688311688,1.96,1.78,4.26,7.19,3.07,2.7,2.65,2.48,2.32,51.46,4.28,0.0,0.0,0.0
228,2018-11-27,0.11,-1.06,0.26,0.6,0.13,0.008,-0.211213,2682.17,0.65,4.928,1.1281,113.84,1.2729,3775.0,108.7,1.91,59.58,19.02,4.18,5.26,21952.4,2.344161849710982,1.91,1.73,4.31,7.23,3.06,2.7,2.65,2.5,2.27,51.31,4.28,0.0,0.0,0.0
229,2018-11-28,2.42,0.31,-1.16,0.07,-0.93,0.008,-0.201045,2743.79,0.66,4.93,1.1286,113.96,1.2766,4225.03,121.94,1.94,57.97,18.49,4.23,5.28,22177.02,2.344022988505747,1.94,1.74,4.25,7.14,3.06,2.69,2.48,2.47,2.27,50.06,4.5,0.0,0.0,0.0
230,2018-11-29,-0.22,-0.21,-0.1,-0.49,0.04,0.008,-0.191122,2737.76,0.66,4.859,1.1382,113.42,1.2789,4248.0,116.38,1.98,58.29,18.79,4.21,5.29,22262.6,2.346945812807881,1.98,1.79,4.22,7.11,3.03,2.69,2.56,2.5,,51.46,4.5,0.0,0.0,0.0
231,2018-11-30,0.78,-0.38,-0.43,0.24,-0.27,0.008,-0.18144,2760.17,0.64,5.008,1.1323,113.54,1.2772,3976.0,111.65,1.97,57.71,18.07,4.22,5.28,22351.06,2.347552083333333,1.97,1.77,4.29,7.19,3.01,2.7,2.6,2.46,2.3,50.78,4.61,0.0,0.0,0.0
232,2018-12-03,1.13,-0.1,-0.8,-0.24,-0.54,0.011,-0.156443,2790.37,0.6,4.831,1.1356,113.54,1.2742,3833.47,107.21,1.96,60.17,16.44,4.17,5.24,22574.76,2.34528911111111,1.96,1.76,4.2,7.08,2.98,2.72,2.67,2.47,2.29,52.98,4.4,0.0,0.0,0.0
233,2018-12-04,-3.45,-1.03,-0.21,-0.13,0.95,0.011,-0.151186,2700.06,0.49,4.903,1.1345,112.93,1.2719,3901.84,108.61,1.94,61.22,20.74,4.09,5.16,22036.05,2.3423936170212762,1.94,1.74,4.29,7.13,2.91,2.71,2.69,2.48,,53.21,4.4,0.0,0.0,0.0
234,2018-12-06,-0.16,-0.05,-1.05,0.14,-0.32,0.011,-0.145698,2695.95,0.46,4.846,1.1374,112.46,1.2777,3433.26,89.09,1.9,57.83,21.19,4.08,5.16,21501.62,2.3436999999999992,1.9,1.69,4.5,7.3,2.87,2.7,2.72,2.49,2.34,51.54,4.44,0.0,0.0,0.0
235,2018-12-07,-2.36,0.27,1.32,-0.48,0.63,0.011,-0.145467,2633.08,0.45,4.911,1.139,112.6,1.2749,3380.01,92.45,1.89,61.71,23.23,4.06,5.16,21678.68,2.343403141361256,1.89,1.68,4.5,7.25,2.85,2.68,2.64,2.46,,52.76,4.51,0.0,0.0,0.0
236,2018-12-10,0.1,-0.36,-1.62,0.28,-0.31,0.011,-0.153361,2637.72,0.44,4.775,1.1368,112.96,1.2558,3410.15,89.23,1.86,60.29,22.64,4.08,5.16,21219.5,2.34574074074074,1.86,1.65,4.56,7.32,2.85,2.69,2.54,2.51,2.29,51.07,4.54,0.0,0.0,0.0
237,2018-12-11,-0.08,-0.15,-0.4,0.17,-0.07,0.011,-0.156913,2636.78,0.48,4.805,1.1314,113.41,1.2524,3349.36,86.96,1.83,59.73,21.76,4.03,5.15,21148.02,2.343893805309733,1.83,1.62,4.48,7.28,2.89,2.7,2.7,,,51.65,4.53,0.0,0.0,0.0
238,2018-12-12,0.68,0.5,-0.19,-0.23,-0.08,0.011,-0.160685,2651.07,0.48,4.891,1.1362,113.28,1.2658,3430.24,89.09,1.83,59.94,21.46,4.01,5.15,21602.75,2.342863436123348,1.83,1.62,4.4,7.21,2.91,2.7,2.67,2.55,,51.04,4.53,0.0,0.0,0.0
239,2018-12-13,-0.26,-1.55,-0.19,0.2,0.04,0.011,-0.164678,2650.54,0.48,4.886,1.1358,113.66,1.2635,3265.0,85.35,1.83,59.03,20.65,4.01,5.16,21816.19,2.341277777777777,1.83,1.62,4.39,7.2,2.91,2.69,2.56,2.56,,52.69,4.31,0.0,0.0,0.0
240,2018-12-14,-1.89,0.09,0.5,-0.21,0.62,0.011,-0.168893,2599.95,0.47,4.874,1.13,113.35,1.257,3195.71,83.0,1.82,58.56,21.63,4.02,5.14,21374.83,2.342991452991453,1.82,1.6,4.46,7.24,2.89,2.68,2.77,,2.38,51.26,3.99,0.0,0.0,0.0
241,2018-12-17,-2.13,-0.12,1.09,0.26,0.17,0.011,-0.182792,2545.94,0.46,4.792,1.1339,112.96,1.2606,3496.82,93.79,1.81,57.59,24.52,3.99,5.11,21506.88,2.34575221238938,1.81,1.58,4.58,7.32,2.86,2.66,2.72,2.51,,49.8,3.8,0.0,0.0,0.0
242,2018-12-18,-0.03,-0.04,-0.6,0.91,-0.47,0.011,-0.187719,2546.16,0.43,4.801,1.1364,112.54,1.2644,3667.77,101.0,1.81,55.26,25.58,3.95,5.08,21115.45,2.344132653061224,1.81,1.58,4.72,7.42,2.82,2.64,2.76,2.58,,46.12,3.8,0.0,0.0,0.0
243,2018-12-19,-1.58,-0.6,0.04,-0.37,0.42,0.011,-0.19278,2506.96,0.37,4.77,1.1422,112.15,1.2669,3682.51,99.34,1.8,55.6,25.58,3.89,5.04,20987.92,2.344621848739495,1.8,1.56,4.84,7.51,2.77,2.62,2.72,2.55,,47.96,3.64,0.0,0.0,0.0
244,2018-12-20,-1.62,-0.12,0.98,0.61,-0.08,0.011,-0.197977,2467.42,0.4,4.813,1.1432,111.34,1.265,4075.34,114.52,1.76,52.84,28.38,3.95,5.07,20392.58,2.552947598253275,1.76,1.53,5.11,7.81,2.79,2.64,2.77,2.55,2.55,45.64,3.7,0.0,0.0,0.0
245,2018-12-21,-2.17,-0.53,0.77,0.12,0.64,0.011,-0.203311,2416.62,0.4,4.701,1.1402,111.14,1.2681,3839.06,107.74,1.77,51.93,30.11,3.97,5.1,20166.19,2.552541436464088,1.77,1.55,5.22,7.91,2.79,2.62,2.56,2.55,2.42,45.38,3.7,0.0,0.0,0.0
246,2018-12-24,-2.55,0.92,-0.48,-0.33,-0.33,0.011,-0.220199,2351.1,0.29,4.783,,,,4034.0,139.09,1.75,,36.07,3.96,5.09,,2.559322033898305,1.75,1.52,5.35,7.99,2.74,2.61,,,,,,0.0,0.0,0.0
247,2018-12-26,5.06,-0.2,-1.02,-0.21,-1.08,0.011,-0.232345,2467.7,0.37,4.699,1.1408,110.45,1.2676,3809.88,130.47,1.77,,30.41,4.01,5.14,19327.06,2.545610859728506,1.77,1.57,5.37,8.05,2.81,2.61,2.78,,,46.04,3.42,0.0,0.0,0.0
248,2018-12-27,0.78,-0.71,-0.12,-0.14,0.1,0.011,-0.238697,2488.83,0.36,4.676,1.1412,110.78,1.2627,3589.89,114.63,1.74,51.49,29.96,4.01,5.13,20077.62,2.561126760563379,1.74,1.53,5.38,8.0,2.77,2.58,2.77,,,44.48,3.1,0.0,0.0,0.0
249,2018-12-28,-0.03,0.75,0.26,-0.37,-0.06,0.011,-0.24524,2485.74,0.32,4.725,1.1445,110.34,1.2699,3888.06,136.82,1.73,50.57,28.34,4.02,5.16,20014.77,2.564805825242718,1.73,1.52,5.3,7.91,2.72,2.57,,,,45.15,3.25,0.0,0.0,0.0
250,2018-12-31,0.9,-0.14,-0.46,-0.09,-0.13,0.011,-0.26702,2506.85,0.24,4.728,1.1456,109.7,1.2763,3691.86,130.53,1.71,,25.42,3.99,5.14,,2.548106995884774,1.71,1.51,5.33,7.89,2.69,2.63,2.67,,2.42,,,0.0,0.0,0.0
251,2019-01-02,0.23,0.74,1.11,-0.12,0.27,0.01,-0.285983,2510.03,0.24,4.494,1.1357,109.22,1.2598,3890.79,153.5,1.7,54.06,23.22,3.95,5.11,,2.557530864197531,1.7,1.49,5.35,7.89,2.66,2.6,2.69,2.57,2.39,46.31,3.25,0.0,0.0,0.0
252,2019-01-03,-2.45,0.48,1.2,-0.22,0.89,0.01,-0.296005,2447.89,0.15,4.502,1.1399,108.07,1.2633,3787.57,147.23,1.68,53.23,25.45,3.91,5.04,,2.563146551724137,1.68,1.49,5.44,7.86,2.56,2.5,2.64,2.56,2.39,46.92,2.72,0.0,0.0,0.0
253,2019-01-04,3.55,0.36,-0.7,-0.11,-0.59,0.01,-0.306392,2531.94,0.25,4.41,1.141,108.29,1.274,3820.25,153.24,1.76,55.64,21.38,3.98,5.12,19561.96,2.561707089552238,1.76,1.58,5.05,7.58,2.67,2.57,2.67,2.57,,47.76,2.8,0.0,0.0,0.0
254,2019-01-07,0.94,0.87,-0.75,-0.72,-0.45,0.01,-0.33967,2549.69,0.25,4.43,1.1468,108.62,1.2757,4006.01,150.62,1.78,57.1,21.4,3.96,5.12,20038.97,2.567482332155477,1.78,1.61,4.83,7.4,2.7,2.58,2.66,2.56,2.47,48.27,2.74,0.0,0.0,0.0
255,2019-01-08,1.01,0.44,-0.63,0.31,-0.09,0.01,-0.351334,2574.41,0.27,4.461,1.1444,108.57,1.2724,3993.86,148.97,1.82,56.91,20.47,3.97,5.12,20204.04,2.563390557939914,1.82,1.66,4.65,7.26,2.73,2.6,2.56,2.57,2.49,49.58,2.89,0.0,0.0,0.0
256,2019-01-09,0.56,0.5,0.1,0.08,-0.2,0.01,-0.363272,2584.96,0.29,4.606,1.1524,108.38,1.2764,4004.12,149.5,1.83,59.46,19.98,3.96,5.13,20427.06,2.5548,1.83,1.68,4.52,7.13,2.74,2.59,2.6,2.6,2.43,52.19,2.92,0.0,0.0,0.0
257,2019-01-10,0.42,0.0,-0.46,-0.06,-0.04,0.01,-0.375489,2596.64,0.31,4.577,1.1517,108.29,1.2768,3626.12,126.41,1.81,60.47,19.5,3.98,5.16,20163.8,2.56143,1.81,1.65,4.54,7.15,2.74,2.59,2.63,2.57,,52.42,2.95,0.0,0.0,0.0
258,2019-01-11,-0.01,0.2,0.22,0.23,0.25,0.01,-0.387989,2596.26,0.28,4.586,1.1479,108.34,1.2836,3635.69,125.83,1.83,59.24,18.19,3.96,5.13,20359.7,2.55789,1.83,1.66,4.55,7.13,2.71,2.58,2.67,2.57,2.47,51.44,2.95,0.0,0.0,0.0
259,2019-01-14,-0.6,-0.45,0.94,0.24,-0.01,0.01,-0.427033,2582.61,0.26,4.522,,,,3664.19,128.37,1.81,58.8,19.07,4.0,5.17,,2.56049,1.81,1.64,4.6,7.16,2.71,2.57,2.67,2.57,2.45,50.31,3.36,0.0,0.0,0.0
260,2019-01-15,1.06,-0.14,-0.88,-0.3,-0.57,0.01,-0.440307,2610.3,0.27,4.607,1.1392,108.72,1.2761,3580.76,120.0,1.81,58.65,18.6,3.99,5.18,20555.29,2.5563000000000002,1.81,1.63,4.55,7.12,2.72,2.57,2.64,2.53,,51.8,3.54,0.0,0.0,0.0
261,2019-01-16,0.28,0.25,0.92,-0.11,-0.23,0.01,-0.453685,2616.1,0.3,4.518,1.1408,108.84,1.2862,3609.71,122.12,1.82,59.81,19.04,4.0,5.18,20442.75,2.5623,1.82,1.64,4.44,7.03,2.73,2.57,2.52,2.55,,52.08,3.58,0.0,0.0,0.0
262,2019-01-17,0.75,0.09,-0.24,0.06,0.0,0.01,-0.467171,2635.96,0.33,4.505,1.1386,109.01,1.294,3640.65,122.55,1.79,59.85,18.06,4.0,5.18,20402.27,2.55115,1.79,1.64,4.4,7.01,2.75,2.57,2.62,2.57,,51.83,3.58,0.0,0.0,0.0
263,2019-01-18,1.29,-0.29,0.12,0.2,-0.27,0.01,-0.480771,2670.71,0.38,4.586,1.1362,109.79,1.2898,3607.85,119.53,1.83,62.04,17.8,3.96,5.17,20666.07,2.55312,1.83,1.67,4.27,6.93,2.79,2.6,2.49,2.51,2.4,53.6,3.43,0.0,0.0,0.0
264,2019-01-22,-1.53,-0.35,0.32,0.26,0.34,0.01,-0.532942,2632.9,0.31,4.477,1.1359,109.34,1.2955,3577.03,118.08,1.79,60.9,20.8,3.92,5.12,20622.91,2.55789,1.79,1.63,4.41,7.01,2.74,2.59,2.53,2.52,2.41,52.59,3.43,0.0,0.0,0.0
265,2019-01-23,0.15,-0.41,-0.13,0.35,0.29,0.01,-0.543715,2638.7,0.35,4.569,1.139,109.44,1.3074,3553.01,116.55,1.8,61.05,19.52,3.89,5.13,20593.72,2.55789,1.8,1.64,4.39,7.01,2.76,2.59,2.5,2.57,,52.44,3.13,0.0,0.0,0.0
266,2019-01-24,0.23,0.48,-0.01,-0.15,-0.19,0.01,-0.553473,2642.33,0.35,4.529,1.1322,109.72,1.3027,3568.97,116.4,1.77,61.09,18.89,3.86,5.09,20574.63,2.55789,1.77,1.62,4.45,7.03,2.72,2.58,2.52,2.5,2.43,52.94,3.13,0.0,0.0,0.0
267,2019-01-25,0.9,0.42,-0.35,-0.35,-0.58,0.01,-0.56222,2664.76,0.37,4.659,1.1407,109.6,1.3176,3562.17,114.95,1.79,61.49,17.42,3.86,5.1,20773.56,2.55789,1.79,1.64,4.34,6.96,2.76,2.6,2.58,2.55,,53.53,3.07,0.0,0.0,0.0
268,2019-01-28,-0.8,-0.07,0.63,0.28,0.16,0.01,-0.583397,2643.85,0.33,4.574,1.1438,109.2,1.3158,3429.95,105.47,1.78,59.71,18.87,3.87,5.11,20649.0,2.55789,1.78,1.62,4.41,7.03,2.75,2.6,2.59,2.53,,51.79,3.05,0.0,0.0,0.0
269,2019-01-29,-0.19,0.03,0.17,0.04,0.46,0.01,-0.590075,2640.0,0.3,4.612,1.1424,109.36,1.3146,3397.42,104.02,1.78,60.98,19.13,3.85,5.08,20664.64,2.55789,1.78,1.62,4.4,6.98,2.72,2.6,2.6,2.54,2.44,53.07,2.94,0.0,0.0,0.0
270,2019-01-30,1.51,-0.35,-0.94,-0.24,-0.87,0.01,-0.596728,2681.05,0.28,4.563,1.1418,109.57,1.3062,3437.55,107.61,1.84,61.89,17.66,3.85,5.07,20556.54,2.55789,1.84,1.68,4.36,6.91,2.7,2.57,2.5,2.52,2.41,54.18,3.0,0.0,0.0,0.0
271,2019-01-31,0.92,-0.06,-1.08,-0.37,-0.01,0.01,-0.603359,2704.1,0.22,4.474,1.1454,108.84,1.3135,3411.5,105.79,1.85,62.46,16.57,3.79,5.01,20773.49,2.55789,1.85,1.7,4.37,6.86,2.63,2.55,2.54,2.52,,53.84,2.82,0.0,0.0,0.0
272,2019-02-01,0.14,-0.16,0.43,-0.74,0.3,0.01,-0.60997,2706.53,0.3,4.558,1.1474,109.55,1.3094,3437.5,105.88,1.88,61.86,16.14,3.81,5.01,20788.39,2.55789,1.88,1.72,4.29,6.85,2.7,2.56,2.57,2.5,2.43,55.29,2.7,0.0,0.0,0.0
273,2019-02-04,0.72,0.41,-0.47,0.19,-0.21,0.01,-0.62366,2724.87,0.31,4.608,1.1438,109.96,1.3068,3409.57,106.08,1.87,62.26,15.73,3.83,5.03,20883.77,2.55789,1.87,1.72,4.25,6.83,2.73,2.57,2.53,2.5,,54.57,2.57,0.0,0.0,0.0
274,2019-02-05,0.43,-0.12,-0.6,0.61,-0.34,0.01,-0.626426,2737.7,0.29,4.586,1.1406,109.99,1.2947,3428.4,106.0,1.87,61.67,15.57,3.79,4.98,20844.45,2.55789,1.87,1.72,4.15,6.72,2.71,2.56,2.55,2.46,2.42,53.69,2.54,0.0,0.0,0.0
275,2019-02-06,-0.22,-0.03,0.07,-0.11,0.09,0.01,-0.628327,2731.61,0.28,4.687,1.138,109.75,1.2956,3367.36,103.36,1.86,62.22,15.38,3.78,4.98,20874.06,2.55789,1.86,1.71,4.13,6.69,2.7,2.56,2.51,2.48,2.4,53.94,2.58,0.0,0.0,0.0
276,2019-02-07,-0.93,-0.14,0.4,0.54,0.27,0.01,-0.629362,2706.05,0.23,4.835,1.1357,109.7,1.2966,3359.0,103.21,1.84,61.01,16.37,3.75,4.96,20751.28,2.55789,1.84,1.69,4.29,6.8,2.65,2.55,2.5,2.49,2.36,52.68,2.62,0.0,0.0,0.0
277,2019-02-08,0.09,-0.08,-0.69,-0.34,-0.12,0.01,-0.629532,2707.88,0.2,4.49,1.1326,109.76,1.2933,3621.99,117.96,1.82,61.37,15.72,3.77,4.93,20333.17,2.55444,1.82,1.69,4.32,6.82,2.63,2.54,2.53,2.51,,52.75,2.66,0.0,0.0,0.0
278,2019-02-11,0.14,0.67,0.23,-0.09,-0.02,0.01,-0.6254,2709.8,0.2,4.496,1.1277,110.4,1.2862,3590.36,119.55,1.82,61.3,15.97,3.76,4.95,,2.55565,1.82,1.69,4.28,6.81,2.65,2.55,2.43,2.51,,52.43,2.76,0.0,0.0,0.0
279,2019-02-12,1.36,0.04,-0.16,-0.13,-0.28,0.01,-0.6232,2744.73,0.25,4.472,1.1316,110.5,1.2887,3588.06,120.82,1.83,62.58,15.43,3.8,4.98,20864.21,2.54699,1.83,1.71,4.17,6.71,2.68,2.55,2.44,2.49,2.4,53.14,2.71,0.0,0.0,0.0
280,2019-02-13,0.28,0.06,0.07,0.12,0.23,0.01,-0.620678,2753.03,0.27,4.539,1.1288,110.86,1.2865,3576.68,120.74,1.86,63.27,15.65,3.78,4.98,21144.48,2.55008,1.86,1.76,4.12,6.7,2.71,2.55,2.45,,2.39,53.84,2.61,0.0,0.0,0.0
281,2019-02-14,-0.21,0.52,-0.58,0.41,-0.18,0.01,-0.617834,2745.73,0.23,4.466,1.1284,110.68,1.2793,3561.5,119.39,1.85,64.0,16.22,3.77,4.96,21139.71,2.5521700000000003,1.85,1.74,4.17,6.69,2.66,2.53,2.52,2.48,,54.4,2.61,0.0,0.0,0.0
282,2019-02-15,1.13,0.38,0.47,-0.21,0.01,0.01,-0.614667,2775.6,0.23,4.446,1.1268,110.54,1.2857,3566.59,120.42,1.86,65.65,14.91,3.76,4.94,20900.63,2.5545,1.86,1.75,4.12,6.65,2.66,2.55,2.46,2.48,2.41,55.58,2.59,0.0,0.0,0.0
283,2019-02-19,0.19,0.31,0.3,0.03,0.22,0.01,-0.595258,2779.76,0.2,4.513,1.1328,110.68,1.3036,3888.01,142.69,1.87,65.86,14.88,3.74,4.93,21302.65,2.55706,1.87,1.76,4.11,6.62,2.65,2.54,2.52,2.5,,56.12,2.69,0.0,0.0,0.0
284,2019-02-20,0.19,0.29,0.55,0.01,-0.27,0.01,-0.586975,2784.7,0.2,4.443,,,,3938.99,147.19,1.89,66.82,14.02,3.76,4.88,21431.49,2.55416,1.89,1.79,4.08,6.59,2.65,2.54,2.46,,2.42,56.9,2.69,0.0,0.0,0.0
285,2019-02-21,-0.37,-0.04,-0.22,0.57,0.13,0.01,-0.577198,2774.88,0.24,4.535,1.1338,110.72,1.306,3897.71,144.21,1.91,66.91,14.46,3.81,4.92,21464.23,2.54981,1.91,1.8,4.04,6.59,2.69,2.55,2.48,2.49,2.45,56.95,2.73,0.0,0.0,0.0
286,2019-02-22,0.65,0.39,-1.47,0.29,-0.61,0.01,-0.565924,2792.67,0.19,4.511,1.1342,110.7,1.3067,3942.02,146.68,1.91,66.91,13.51,3.81,4.9,21425.51,2.5535300000000003,1.91,1.82,4.05,6.56,2.65,2.55,2.51,2.49,2.41,57.01,2.74,0.0,0.0,0.0
287,2019-02-25,0.15,-0.28,-0.18,-0.86,-0.5,0.01,-0.523589,2796.11,0.2,4.466,1.1345,111.07,1.3059,3818.79,137.64,1.92,64.02,14.85,3.8,4.9,21528.23,2.55117,1.92,1.82,4.0,6.53,2.67,2.56,2.44,2.48,,55.32,2.84,0.0,0.0,0.0
288,2019-02-26,-0.16,-0.68,-0.33,0.09,-0.15,0.01,-0.507313,2793.9,0.19,4.459,1.1374,110.76,1.3252,3799.48,135.66,1.92,64.51,15.17,3.78,4.88,21449.39,2.55457,1.92,1.82,4.01,6.5,2.64,2.55,2.43,2.49,,55.4,2.74,0.0,0.0,0.0
289,2019-02-27,0.09,0.15,-0.12,-0.68,-0.08,0.01,-0.490031,2792.38,0.24,4.488,1.137,110.92,1.3318,3799.91,134.46,1.93,65.55,14.7,3.85,4.94,21556.51,2.55516,1.93,1.84,3.94,6.48,2.69,2.54,2.45,2.5,2.41,56.92,2.89,0.0,0.0,0.0
290,2019-02-28,-0.31,-0.02,-0.24,0.29,0.16,0.01,-0.471737,2784.49,0.28,4.481,1.1379,111.38,1.3274,3792.14,134.48,1.95,65.03,14.7,3.86,4.95,21385.16,2.55115,1.95,1.84,3.92,6.49,2.73,2.54,2.58,2.5,,57.21,2.89,0.0,0.0,0.0
291,2019-03-01,0.72,0.25,-0.4,-0.36,-0.17,0.009,-0.452423,2803.69,0.32,4.5,1.1376,111.89,1.3222,3806.17,134.72,1.96,63.71,13.57,3.9,4.98,21602.69,2.54419,1.96,1.85,3.86,6.48,2.76,2.55,2.6,2.5,2.4,55.76,3.19,0.0,0.0,0.0
292,2019-03-04,-0.52,-0.39,0.37,0.15,-0.08,0.009,-0.402451,2792.81,0.26,4.514,1.1328,111.68,1.3186,3700.72,125.24,1.94,64.44,14.63,3.87,4.94,21822.04,2.54563,1.94,1.84,3.9,6.49,2.72,2.54,2.49,2.47,2.41,56.6,4.25,0.0,0.0,0.0
293,2019-03-05,-0.17,-0.32,-0.23,0.28,0.0,0.009,-0.388173,2789.65,0.26,4.547,1.13,111.98,1.3141,3844.59,136.3,1.93,64.24,14.74,3.87,4.94,21726.28,2.5496,1.93,1.83,3.91,6.51,2.72,2.54,2.49,2.49,2.39,56.55,3.18,0.0,0.0,0.0
294,2019-03-06,-0.84,-1.23,0.05,0.56,0.13,0.009,-0.375043,2771.45,0.22,4.524,1.132,111.66,1.3148,3851.89,137.0,1.91,64.51,15.74,3.86,4.94,21596.81,2.53449,1.91,1.81,3.98,6.55,2.69,2.54,2.46,2.51,2.42,56.22,3.18,0.0,0.0,0.0
295,2019-03-07,-0.82,-0.05,-0.33,-0.38,0.13,0.009,-0.363058,2748.93,0.19,4.532,1.1214,111.6,1.3107,3857.05,136.29,1.9,64.82,16.59,3.82,4.89,21456.01,2.54981,1.9,1.8,4.1,6.61,2.64,2.52,2.49,2.47,2.44,56.6,2.9,0.0,0.0,0.0
296,2019-03-08,-0.22,0.06,-0.16,-0.11,-0.28,0.009,-0.352211,2743.07,0.16,4.49,1.1243,111.11,1.301,3843.12,132.75,1.9,65.66,16.05,3.82,4.89,21025.56,2.53081,1.9,1.8,4.18,6.68,2.62,2.53,2.47,2.49,,55.77,2.9,0.0,0.0,0.0
297,2019-03-11,1.49,0.27,-0.53,-0.28,-0.47,0.009,-0.326863,2783.3,0.18,4.437,1.1226,111.21,1.3095,3849.68,132.05,1.91,65.06,14.33,3.85,4.91,21125.09,2.53811,1.91,1.82,4.12,6.64,2.64,2.53,2.49,2.48,,56.79,2.86,0.0,0.0,0.0
298,2019-03-12,0.25,-0.31,-0.09,-0.43,0.02,0.009,-0.321329,2791.52,0.15,4.408,1.1276,111.38,1.3101,3860.0,132.8,1.9,65.33,13.77,3.8,4.86,21503.69,2.52562,1.9,1.81,4.08,6.56,2.61,2.52,2.46,2.49,,56.89,2.83,0.0,0.0,0.0
299,2019-03-13,0.68,-0.32,0.07,-0.17,0.19,0.009,-0.317316,2810.92,0.16,4.377,1.131,111.23,1.323,3851.02,131.16,1.92,65.89,13.41,3.8,4.87,21290.24,2.4961,1.92,1.84,3.99,6.48,2.61,2.53,2.46,2.49,2.4,58.27,2.87,0.0,0.0,0.0
300,2019-03-14,-0.1,-0.38,0.3,-0.15,-0.1,0.009,-0.314821,2808.48,0.18,4.491,1.1304,111.71,1.3281,3853.95,131.4,1.94,66.18,13.5,3.84,4.9,21287.02,2.5189,1.94,1.85,3.95,6.45,2.63,2.52,2.41,2.48,2.42,58.59,2.95,0.0,0.0,0.0
